canonical_key,display_name,state_at_creation,established_year,closed_year,is_active,origin_kind,census_years_present,first_census_year,last_census_year,max_area_km2,min_area_km2,area_change_km2,area_km2_1951,area_km2_1961,area_km2_1971,area_km2_1981,area_km2_1991,area_km2_2001,area_km2_2011,area_km2_2021,area_km2_2025
IND-000804,Lakhimpur,Assam,2001,,True,NEW,4,2001,2025,2998.085636170444,2868.810395499825,129.27524067061904,,,,,,2916.091359611888,2868.810395499825,2998.085636170444,2996.0709969302397
IND-000026,Lushai Hills,Assam,1951,1981.0,False,ANCHOR,3,1951,1971,21081.143788952166,21081.143788952166,0.0,21081.143788952166,21081.143788952166,21081.143788952166,,,,,,
IND-001198,Majuli,Assam,2021,2025.0,False,NEW,1,2021,2021,787.0629156092028,787.0629156092028,0.0,,,,,,,,787.0629156092028,
IND-001374,Majuli,Assam,2025,,True,NEW,1,2025,2025,1270.1034247225077,1270.1034247225077,0.0,,,,,,,,,1270.1034247225077
IND-000523,Marigaon,Assam,1981,2011.0,False,NEW,3,1981,2001,1632.2227248534912,1632.140233237213,0.08249161627827561,,,,1632.2227248534912,1632.140233237213,1632.140233237213,,,
IND-000424,Mikir Hills,Assam,1971,2021.0,False,NEW,5,1971,2011,10454.006919961925,10282.027432826195,171.97948713572987,,,10282.027432826195,10282.027432826195,10282.032476380751,10282.032476380751,10454.006919961925,,
IND-000045,Mishmi Hills,Assam,1951,1981.0,False,ANCHOR,3,1951,1971,23804.684843820523,23804.684843820523,0.0,23804.684843820523,23804.684843820523,23804.684843820523,,,,,,
IND-001063,Morigaon,Assam,2011,,True,NEW,3,2011,2025,1511.1102233132208,1506.6917540527845,4.418469260436268,,,,,,,1506.6917540527845,1510.9398469347796,1511.1102233132208
IND-000025,Naga Hills,Assam,1951,1961.0,False,ANCHOR,1,1951,1951,10556.163445905764,10556.163445905764,0.0,10556.163445905764,,,,,,,,
IND-000049,Naga Tribal Area,Assam,1951,1981.0,False,ANCHOR,3,1951,1971,6018.659594649014,6018.659594649014,0.0,6018.659594649014,6018.659594649014,6018.659594649014,,,,,,
